"age";"job";"marital";"education";"default";"balance";"housing";"loan";"contact";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
38;"technician";"single";"secondary";"no";258;"no";"yes";"unknown";20;"jun";587;2;-1;0;"unknown";"no"
42;"management";"single";"tertiary";"no";515;"yes";"no";"cellular";19;"nov";501;2;-1;0;"unknown";"no"
32;"management";"single";"tertiary";"no";12607;"no";"no";"cellular";14;"aug";203;5;84;1;"failure";"no"
58;"admin.";"married";"secondary";"no";2;"yes";"yes";"telephone";25;"jul";282;9;-1;0;"unknown";"no"
31;"management";"married";"tertiary";"no";13;"no";"no";"cellular";28;"aug";110;5;-1;0;"unknown";"no"
19;"student";"single";"primary";"no";103;"no";"no";"cellular";10;"jul";104;2;-1;0;"unknown";"yes"
41;"management";"married";"tertiary";"no";3872;"no";"no";"cellular";15;"oct";231;1;-1;0;"unknown";"no"
31;"unemployed";"married";"secondary";"no";296;"yes";"no";"unknown";20;"may";378;3;-1;0;"unknown";"no"
52;"self-employed";"single";"primary";"no";217;"no";"yes";"cellular";15;"jul";193;6;-1;0;"unknown";"no"
42;"self-employed";"divorced";"tertiary";"no";360;"yes";"no";"unknown";24;"jun";110;5;-1;0;"unknown";"no"
41;"blue-collar";"single";"secondary";"no";428;"yes";"no";"cellular";12;"may";92;1;-1;0;"unknown";"no"
30;"blue-collar";"single";"secondary";"no";315;"no";"no";"cellular";23;"jun";1407;1;-1;0;"unknown";"yes"
38;"blue-collar";"married";"secondary";"no";121;"yes";"yes";"cellular";6;"feb";168;1;212;2;"failure";"no"
32;"management";"married";"tertiary";"no";820;"yes";"no";"cellular";17;"jul";738;3;-1;0;"unknown";"no"
52;"technician";"married";"secondary";"no";195;"yes";"no";"cellular";18;"feb";220;1;63;5;"failure";"yes"
48;"management";"divorced";"tertiary";"no";108;"yes";"no";"unknown";27;"may";89;2;-1;0;"unknown";"no"
36;"management";"married";"tertiary";"no";-381;"yes";"no";"cellular";31;"jul";30;29;-1;0;"unknown";"no"
45;"unemployed";"divorced";"primary";"no";757;"no";"no";"cellular";20;"apr";103;1;325;4;"failure";"no"
34;"technician";"married";"tertiary";"no";691;"yes";"yes";"unknown";2;"jun";70;1;-1;0;"unknown";"no"
36;"blue-collar";"married";"primary";"no";1925;"yes";"no";"cellular";20;"apr";904;2;-1;0;"unknown";"yes"
34;"management";"married";"tertiary";"no";902;"yes";"no";"cellular";14;"may";159;1;367;2;"other";"no"
61;"retired";"married";"secondary";"no";5207;"no";"no";"cellular";11;"sep";336;1;81;2;"other";"no"
54;"services";"married";"secondary";"no";0;"no";"no";"unknown";19;"jun";220;1;-1;0;"unknown";"no"
50;"entrepreneur";"married";"secondary";"no";665;"no";"no";"telephone";17;"nov";238;1;-1;0;"unknown";"no"
43;"admin.";"divorced";"secondary";"no";738;"yes";"no";"cellular";21;"nov";585;4;191;4;"failure";"no"
47;"blue-collar";"married";"primary";"no";233;"no";"no";"cellular";8;"aug";293;3;-1;0;"unknown";"no"
45;"services";"married";"secondary";"no";-839;"yes";"no";"unknown";28;"may";68;1;-1;0;"unknown";"no"
57;"retired";"married";"primary";"no";5799;"no";"no";"unknown";17;"jun";97;1;-1;0;"unknown";"no"
27;"admin.";"married";"secondary";"no";1033;"yes";"no";"unknown";9;"may";1713;1;-1;0;"unknown";"no"
49;"unemployed";"divorced";"secondary";"no";66;"no";"no";"cellular";9;"jul";218;3;-1;0;"unknown";"no"
43;"services";"married";"primary";"no";2567;"yes";"no";"cellular";14;"may";109;1;360;2;"failure";"no"
40;"management";"married";"tertiary";"no";1584;"yes";"no";"telephone";21;"nov";661;1;-1;0;"unknown";"no"
32;"services";"single";"secondary";"no";182;"yes";"no";"cellular";6;"may";145;1;-1;0;"unknown";"no"
58;"management";"married";"primary";"no";76;"yes";"no";"telephone";18;"may";54;4;-1;0;"unknown";"no"
34;"admin.";"single";"secondary";"no";663;"yes";"no";"cellular";20;"apr";111;1;-1;0;"unknown";"no"
46;"technician";"divorced";"secondary";"no";3455;"yes";"no";"unknown";14;"may";566;2;-1;0;"unknown";"no"
29;"blue-collar";"married";"secondary";"no";15;"no";"no";"cellular";3;"jun";136;1;-1;0;"unknown";"no"
52;"blue-collar";"married";"primary";"no";1054;"no";"no";"cellular";4;"aug";273;1;-1;0;"unknown";"no"
45;"management";"married";"tertiary";"no";1529;"no";"no";"cellular";30;"jun";160;1;-1;0;"unknown";"no"
26;"management";"single";"secondary";"no";63;"no";"no";"cellular";28;"jul";76;4;-1;0;"unknown";"no"
40;"technician";"married";"tertiary";"no";0;"no";"no";"cellular";19;"aug";44;1;-1;0;"unknown";"no"
41;"admin.";"married";"secondary";"no";920;"yes";"yes";"unknown";27;"may";239;1;-1;0;"unknown";"no"
47;"admin.";"single";"secondary";"no";3696;"no";"no";"cellular";12;"jul";250;2;181;4;"success";"yes"
27;"technician";"single";"unknown";"no";59;"no";"no";"cellular";15;"jul";792;4;-1;0;"unknown";"no"
27;"services";"married";"secondary";"no";0;"yes";"no";"cellular";23;"jul";198;13;-1;0;"unknown";"no"
48;"blue-collar";"married";"secondary";"no";157;"yes";"no";"unknown";6;"may";73;1;-1;0;"unknown";"no"
49;"admin.";"married";"secondary";"no";2465;"no";"no";"cellular";20;"aug";157;3;-1;0;"unknown";"no"
35;"blue-collar";"married";"primary";"no";0;"yes";"no";"cellular";24;"jul";90;6;-1;0;"unknown";"no"
47;"self-employed";"married";"secondary";"yes";2;"no";"no";"cellular";5;"feb";236;2;-1;0;"unknown";"no"
54;"management";"married";"tertiary";"no";0;"no";"no";"cellular";16;"jul";118;5;-1;0;"unknown";"no"
39;"management";"single";"tertiary";"no";12437;"no";"no";"telephone";18;"nov";40;1;-1;0;"unknown";"no"
28;"student";"single";"secondary";"no";378;"yes";"no";"cellular";17;"apr";346;1;-1;0;"unknown";"no"
54;"blue-collar";"married";"primary";"no";211;"no";"no";"unknown";19;"jun";200;2;-1;0;"unknown";"no"
34;"technician";"married";"secondary";"no";-228;"yes";"no";"cellular";20;"apr";187;3;332;3;"other";"no"
63;"retired";"married";"secondary";"no";2747;"no";"no";"cellular";11;"sep";113;1;80;1;"failure";"no"
42;"self-employed";"married";"tertiary";"no";1932;"yes";"no";"unknown";16;"may";192;32;-1;0;"unknown";"no"
43;"technician";"single";"secondary";"no";11269;"no";"no";"unknown";29;"may";92;1;-1;0;"unknown";"no"
37;"admin.";"married";"secondary";"no";1314;"yes";"no";"cellular";8;"may";682;2;85;7;"success";"no"
55;"blue-collar";"married";"primary";"no";2275;"no";"no";"cellular";25;"aug";139;9;-1;0;"unknown";"no"
43;"management";"single";"tertiary";"no";1304;"no";"no";"cellular";6;"aug";501;2;-1;0;"unknown";"yes"
41;"blue-collar";"married";"secondary";"yes";720;"no";"yes";"cellular";24;"jul";651;1;-1;0;"unknown";"yes"
47;"technician";"divorced";"secondary";"no";2914;"yes";"no";"cellular";18;"aug";405;13;-1;0;"unknown";"no"
34;"technician";"married";"secondary";"no";1464;"yes";"no";"unknown";23;"may";350;1;-1;0;"unknown";"no"
28;"student";"single";"secondary";"no";11555;"no";"no";"cellular";8;"apr";125;2;-1;0;"unknown";"no"
36;"services";"married";"secondary";"no";-302;"yes";"no";"cellular";13;"may";36;2;-1;0;"unknown";"no"
50;"technician";"married";"secondary";"no";2497;"yes";"no";"cellular";21;"nov";35;1;176;1;"failure";"no"
35;"blue-collar";"married";"secondary";"no";-339;"yes";"no";"unknown";8;"may";389;2;-1;0;"unknown";"no"
40;"technician";"married";"secondary";"no";56;"yes";"yes";"cellular";29;"jan";194;1;247;1;"failure";"no"
26;"self-employed";"single";"tertiary";"no";211;"no";"no";"cellular";29;"jan";168;3;-1;0;"unknown";"no"
36;"management";"divorced";"tertiary";"no";3611;"yes";"no";"unknown";4;"jun";347;3;-1;0;"unknown";"no"
59;"unemployed";"married";"primary";"no";0;"no";"no";"cellular";30;"jan";3025;2;-1;0;"unknown";"no"
28;"student";"single";"secondary";"no";459;"no";"no";"cellular";16;"mar";83;13;-1;0;"unknown";"no"
46;"entrepreneur";"married";"unknown";"no";242;"yes";"no";"unknown";9;"may";332;2;-1;0;"unknown";"no"
50;"self-employed";"married";"secondary";"no";1138;"no";"no";"cellular";14;"aug";219;10;-1;0;"unknown";"no"
53;"management";"married";"tertiary";"no";1319;"yes";"no";"cellular";16;"apr";427;1;150;1;"failure";"no"
81;"retired";"married";"secondary";"no";1;"no";"no";"cellular";19;"aug";65;5;-1;0;"unknown";"no"
35;"services";"divorced";"secondary";"no";67;"yes";"no";"cellular";5;"may";192;2;-1;0;"unknown";"no"
58;"retired";"married";"unknown";"no";937;"no";"no";"cellular";5;"aug";155;1;-1;0;"unknown";"no"
44;"services";"married";"secondary";"no";0;"yes";"yes";"cellular";11;"may";161;1;-1;0;"unknown";"no"
38;"management";"married";"tertiary";"no";-558;"yes";"no";"cellular";21;"jul";533;1;-1;0;"unknown";"no"
49;"blue-collar";"married";"secondary";"no";171;"no";"no";"cellular";4;"feb";19;3;175;2;"other";"no"
33;"technician";"single";"tertiary";"no";696;"no";"yes";"cellular";5;"feb";193;1;176;8;"failure";"no"
29;"management";"married";"tertiary";"no";361;"yes";"yes";"cellular";28;"jul";819;3;-1;0;"unknown";"no"
28;"technician";"single";"secondary";"no";227;"no";"no";"cellular";30;"apr";278;1;-1;0;"unknown";"yes"
31;"admin.";"married";"secondary";"no";236;"yes";"yes";"telephone";4;"may";211;3;-1;0;"unknown";"no"
33;"management";"single";"tertiary";"no";-53;"no";"no";"cellular";29;"jan";617;2;-1;0;"unknown";"no"
52;"technician";"married";"secondary";"no";192;"yes";"no";"cellular";23;"jul";61;2;-1;0;"unknown";"no"
43;"management";"divorced";"tertiary";"no";38;"yes";"no";"cellular";25;"jul";197;6;-1;0;"unknown";"no"
32;"self-employed";"single";"secondary";"no";518;"yes";"no";"cellular";18;"may";34;7;-1;0;"unknown";"no"
36;"self-employed";"married";"tertiary";"no";16;"yes";"yes";"cellular";18;"jul";95;4;-1;0;"unknown";"no"
41;"blue-collar";"married";"secondary";"no";-256;"yes";"no";"unknown";3;"jun";147;2;-1;0;"unknown";"no"
43;"blue-collar";"married";"secondary";"no";105;"no";"yes";"cellular";4;"jul";668;2;-1;0;"unknown";"no"
45;"self-employed";"married";"tertiary";"no";334;"no";"no";"unknown";5;"jun";87;2;-1;0;"unknown";"no"
39;"technician";"married";"secondary";"no";1048;"no";"yes";"cellular";21;"jul";405;1;-1;0;"unknown";"no"
41;"services";"married";"secondary";"no";108;"yes";"yes";"unknown";13;"may";83;7;-1;0;"unknown";"no"
31;"technician";"married";"secondary";"no";660;"no";"no";"cellular";22;"jun";115;1;-1;0;"unknown";"no"
37;"unemployed";"single";"tertiary";"yes";0;"yes";"no";"cellular";10;"jul";108;1;-1;0;"unknown";"no"
28;"entrepreneur";"married";"unknown";"no";1034;"no";"no";"cellular";29;"jan";113;1;-1;0;"unknown";"no"
47;"housemaid";"married";"primary";"no";201;"yes";"no";"cellular";7;"aug";58;2;382;1;"failure";"no"
37;"housemaid";"married";"primary";"no";189;"no";"no";"cellular";8;"aug";148;4;-1;0;"unknown";"no"
60;"retired";"divorced";"unknown";"no";-49;"yes";"no";"cellular";29;"jan";188;1;261;2;"failure";"no"
43;"technician";"divorced";"secondary";"no";1413;"yes";"no";"telephone";28;"jul";75;3;-1;0;"unknown";"no"
58;"retired";"divorced";"tertiary";"no";264;"yes";"yes";"cellular";8;"jul";523;3;-1;0;"unknown";"no"
52;"entrepreneur";"married";"tertiary";"no";54;"yes";"yes";"telephone";18;"nov";103;1;-1;0;"unknown";"no"
50;"blue-collar";"married";"primary";"no";12519;"yes";"no";"cellular";17;"apr";146;2;147;4;"success";"no"
32;"services";"single";"secondary";"no";2881;"no";"no";"cellular";2;"jul";356;1;-1;0;"unknown";"yes"
42;"blue-collar";"married";"primary";"no";0;"yes";"no";"cellular";17;"jul";71;1;-1;0;"unknown";"no"
31;"admin.";"married";"secondary";"no";88;"yes";"yes";"cellular";8;"aug";189;2;-1;0;"unknown";"no"
28;"blue-collar";"married";"secondary";"no";1020;"yes";"no";"unknown";28;"may";251;1;-1;0;"unknown";"no"
36;"technician";"divorced";"tertiary";"no";119;"no";"no";"cellular";23;"jul";127;8;-1;0;"unknown";"no"
51;"unemployed";"single";"tertiary";"no";1594;"no";"no";"telephone";4;"feb";197;1;-1;0;"unknown";"no"
46;"technician";"married";"tertiary";"no";342;"yes";"yes";"cellular";5;"may";84;1;-1;0;"unknown";"no"
50;"services";"single";"secondary";"no";72;"no";"no";"unknown";8;"may";141;2;-1;0;"unknown";"no"
32;"blue-collar";"married";"secondary";"no";14;"yes";"no";"unknown";2;"jun";171;1;-1;0;"unknown";"no"
26;"entrepreneur";"single";"tertiary";"no";81;"no";"no";"cellular";21;"jul";262;3;-1;0;"unknown";"no"
41;"self-employed";"married";"tertiary";"no";231;"no";"no";"cellular";7;"aug";352;2;-1;0;"unknown";"yes"
39;"technician";"married";"tertiary";"no";1161;"yes";"no";"cellular";9;"apr";236;1;336;1;"failure";"no"
31;"blue-collar";"married";"secondary";"no";-45;"yes";"no";"unknown";2;"jun";184;1;-1;0;"unknown";"no"
28;"management";"single";"tertiary";"no";231;"yes";"yes";"cellular";25;"jul";568;2;-1;0;"unknown";"no"
31;"management";"single";"secondary";"no";36;"no";"no";"cellular";27;"aug";105;2;-1;0;"unknown";"no"
30;"technician";"married";"tertiary";"no";1570;"yes";"no";"cellular";26;"may";260;1;-1;0;"unknown";"no"
35;"technician";"married";"tertiary";"no";7050;"no";"no";"cellular";11;"aug";222;3;182;4;"success";"yes"
33;"blue-collar";"married";"primary";"no";3704;"yes";"no";"unknown";6;"jun";447;2;-1;0;"unknown";"no"
30;"technician";"single";"tertiary";"no";6619;"yes";"no";"cellular";21;"aug";239;8;-1;0;"unknown";"no"
32;"blue-collar";"single";"secondary";"no";-84;"yes";"no";"cellular";11;"may";426;1;-1;0;"unknown";"no"
40;"management";"single";"tertiary";"no";1509;"no";"no";"cellular";12;"may";333;1;58;3;"failure";"no"
31;"self-employed";"married";"tertiary";"no";1134;"no";"no";"cellular";6;"feb";174;2;-1;0;"unknown";"no"
36;"technician";"married";"secondary";"no";146;"yes";"yes";"unknown";15;"may";284;2;-1;0;"unknown";"no"
33;"management";"single";"tertiary";"no";9449;"yes";"no";"cellular";8;"may";428;1;-1;0;"unknown";"no"
57;"retired";"married";"secondary";"no";374;"yes";"yes";"cellular";16;"jul";236;1;-1;0;"unknown";"no"
45;"technician";"married";"secondary";"no";88;"no";"no";"cellular";29;"aug";150;2;-1;0;"unknown";"no"
59;"management";"married";"tertiary";"no";2764;"no";"no";"cellular";24;"dec";237;1;206;2;"failure";"no"
30;"management";"single";"tertiary";"no";2;"yes";"yes";"cellular";25;"jul";1031;8;-1;0;"unknown";"yes"
33;"technician";"married";"tertiary";"no";8023;"no";"no";"cellular";30;"nov";107;1;105;3;"failure";"no"
52;"blue-collar";"married";"secondary";"no";289;"yes";"no";"unknown";21;"may";45;13;-1;0;"unknown";"no"
83;"retired";"married";"secondary";"no";0;"no";"no";"cellular";18;"mar";140;10;-1;0;"unknown";"no"
58;"self-employed";"divorced";"tertiary";"no";1382;"no";"no";"unknown";9;"jun";700;1;-1;0;"unknown";"yes"
33;"management";"divorced";"tertiary";"yes";280;"no";"yes";"cellular";18;"nov";155;1;-1;0;"unknown";"no"
41;"blue-collar";"divorced";"primary";"no";2195;"yes";"no";"unknown";3;"jun";211;5;-1;0;"unknown";"no"
31;"self-employed";"married";"secondary";"no";33;"no";"no";"cellular";6;"aug";165;4;-1;0;"unknown";"no"
35;"blue-collar";"divorced";"secondary";"no";275;"no";"yes";"cellular";10;"jul";144;5;-1;0;"unknown";"no"
27;"management";"single";"tertiary";"no";703;"yes";"no";"unknown";5;"jun";590;3;-1;0;"unknown";"yes"
57;"admin.";"divorced";"unknown";"no";887;"no";"no";"unknown";20;"jun";43;8;-1;0;"unknown";"no"
56;"unknown";"married";"unknown";"no";0;"no";"no";"unknown";20;"jun";471;2;-1;0;"unknown";"no"
53;"admin.";"single";"secondary";"no";1178;"yes";"no";"unknown";15;"may";295;2;-1;0;"unknown";"no"
39;"management";"married";"tertiary";"no";2763;"yes";"no";"unknown";2;"jun";526;2;-1;0;"unknown";"yes"
32;"entrepreneur";"single";"tertiary";"no";890;"yes";"yes";"cellular";28;"aug";27;10;-1;0;"unknown";"no"
46;"self-employed";"married";"secondary";"no";548;"no";"no";"cellular";12;"aug";1181;4;-1;0;"unknown";"yes"
56;"technician";"married";"tertiary";"no";272;"no";"no";"cellular";26;"aug";103;2;-1;0;"unknown";"no"
46;"management";"divorced";"tertiary";"no";6269;"yes";"no";"telephone";18;"nov";249;3;112;2;"failure";"no"
29;"entrepreneur";"married";"secondary";"no";178;"yes";"no";"cellular";5;"may";231;4;-1;0;"unknown";"no"
60;"management";"married";"primary";"no";252;"yes";"yes";"cellular";13;"apr";123;2;147;3;"failure";"no"
33;"housemaid";"single";"tertiary";"no";23663;"yes";"no";"cellular";16;"apr";199;2;146;2;"failure";"no"
27;"entrepreneur";"single";"tertiary";"no";81;"no";"no";"cellular";5;"feb";197;1;199;3;"failure";"no"
50;"self-employed";"divorced";"tertiary";"no";59;"yes";"no";"unknown";28;"may";67;2;-1;0;"unknown";"no"
45;"services";"married";"secondary";"no";1343;"no";"yes";"cellular";8;"jul";220;1;-1;0;"unknown";"no"
58;"retired";"married";"secondary";"no";225;"no";"no";"cellular";7;"aug";122;6;-1;0;"unknown";"no"
59;"retired";"married";"primary";"no";0;"yes";"no";"unknown";26;"may";104;7;-1;0;"unknown";"no"
58;"retired";"divorced";"primary";"no";2538;"yes";"no";"cellular";31;"jul";307;6;-1;0;"unknown";"no"
64;"retired";"married";"primary";"no";43;"no";"no";"cellular";11;"mar";117;1;91;1;"success";"no"
47;"technician";"married";"secondary";"no";57;"no";"no";"cellular";5;"may";253;1;342;1;"success";"no"
40;"management";"married";"tertiary";"no";-117;"yes";"no";"cellular";17;"jul";770;2;-1;0;"unknown";"no"
36;"technician";"divorced";"secondary";"no";666;"yes";"yes";"cellular";3;"apr";190;1;133;1;"other";"no"
28;"management";"single";"tertiary";"no";0;"yes";"no";"cellular";16;"jul";767;5;-1;0;"unknown";"yes"
38;"technician";"single";"tertiary";"no";25;"yes";"no";"cellular";1;"jun";232;2;-1;0;"unknown";"yes"
53;"entrepreneur";"married";"primary";"no";1034;"yes";"no";"cellular";19;"nov";854;2;170;3;"other";"no"
46;"blue-collar";"single";"secondary";"no";324;"yes";"no";"unknown";30;"may";293;6;-1;0;"unknown";"no"
54;"technician";"married";"secondary";"no";0;"no";"no";"telephone";16;"nov";986;1;94;8;"failure";"no"
32;"management";"married";"tertiary";"no";0;"no";"no";"cellular";19;"nov";66;1;-1;0;"unknown";"no"
55;"management";"married";"primary";"no";621;"no";"yes";"cellular";2;"feb";114;1;208;1;"failure";"no"
55;"retired";"divorced";"secondary";"no";138;"no";"no";"cellular";17;"jul";205;1;-1;0;"unknown";"no"
56;"technician";"married";"secondary";"no";4063;"no";"yes";"telephone";28;"jul";31;4;-1;0;"unknown";"no"
40;"blue-collar";"married";"secondary";"no";11084;"no";"no";"unknown";11;"jun";113;1;-1;0;"unknown";"no"
44;"technician";"married";"secondary";"no";310;"yes";"no";"cellular";6;"feb";200;1;253;1;"failure";"no"
32;"entrepreneur";"married";"unknown";"no";73;"yes";"no";"cellular";21;"nov";158;1;135;1;"failure";"no"
33;"management";"married";"tertiary";"no";1808;"yes";"no";"unknown";4;"jun";99;4;-1;0;"unknown";"no"
41;"unemployed";"divorced";"secondary";"no";1281;"no";"no";"cellular";31;"jul";45;3;-1;0;"unknown";"no"
37;"technician";"married";"secondary";"no";64;"yes";"no";"cellular";12;"may";239;4;278;2;"other";"no"
58;"management";"single";"tertiary";"no";2;"yes";"no";"telephone";11;"may";168;3;-1;0;"unknown";"no"
52;"blue-collar";"married";"secondary";"no";60;"no";"yes";"cellular";26;"aug";196;2;-1;0;"unknown";"no"
49;"services";"single";"secondary";"no";133;"no";"no";"unknown";11;"jun";319;6;-1;0;"unknown";"no"
44;"housemaid";"married";"primary";"no";3706;"no";"no";"unknown";17;"jun";209;3;-1;0;"unknown";"no"
28;"admin.";"single";"unknown";"no";174;"no";"no";"cellular";28;"sep";184;1;-1;0;"unknown";"no"
31;"technician";"married";"secondary";"no";251;"no";"yes";"cellular";29;"aug";156;2;-1;0;"unknown";"no"
37;"self-employed";"married";"secondary";"no";4153;"yes";"no";"cellular";31;"jul";35;16;-1;0;"unknown";"no"
30;"technician";"single";"tertiary";"no";985;"yes";"no";"cellular";19;"feb";88;2;-1;0;"unknown";"no"
28;"services";"single";"secondary";"no";168;"no";"no";"cellular";1;"jun";347;3;140;2;"success";"yes"
46;"services";"married";"secondary";"no";1550;"yes";"no";"cellular";16;"apr";126;2;149;8;"failure";"no"
47;"management";"married";"tertiary";"no";7708;"yes";"no";"cellular";21;"nov";157;5;-1;0;"unknown";"no"
35;"blue-collar";"married";"primary";"no";-12;"yes";"no";"unknown";12;"may";212;5;-1;0;"unknown";"no"
80;"management";"married";"primary";"no";6483;"no";"no";"telephone";19;"oct";123;1;-1;0;"unknown";"no"
30;"technician";"single";"tertiary";"no";60;"yes";"yes";"unknown";7;"may";306;5;-1;0;"unknown";"no"
55;"technician";"single";"secondary";"no";3339;"yes";"no";"unknown";2;"jun";63;1;-1;0;"unknown";"no"
22;"student";"single";"tertiary";"no";1161;"no";"yes";"cellular";16;"jun";119;1;-1;0;"unknown";"no"
33;"blue-collar";"single";"primary";"no";599;"yes";"no";"unknown";21;"may";29;1;-1;0;"unknown";"no"
53;"entrepreneur";"married";"unknown";"no";28;"no";"no";"cellular";31;"jul";117;2;-1;0;"unknown";"no"
49;"management";"married";"tertiary";"no";1430;"no";"no";"cellular";18;"nov";231;2;-1;0;"unknown";"no"
51;"retired";"married";"secondary";"no";35;"no";"yes";"cellular";8;"jul";123;4;-1;0;"unknown";"no"
41;"self-employed";"married";"tertiary";"no";6000;"yes";"no";"cellular";18;"nov";265;1;-1;0;"unknown";"no"
34;"technician";"married";"secondary";"no";0;"yes";"no";"cellular";15;"jul";144;1;-1;0;"unknown";"no"
36;"blue-collar";"single";"secondary";"no";340;"no";"yes";"unknown";16;"jun";559;3;-1;0;"unknown";"no"
35;"entrepreneur";"married";"tertiary";"no";0;"no";"no";"cellular";5;"may";74;1;168;4;"failure";"no"
29;"services";"married";"secondary";"no";3;"yes";"no";"cellular";10;"jul";183;1;-1;0;"unknown";"no"
40;"technician";"single";"tertiary";"no";445;"yes";"no";"cellular";24;"jul";631;1;-1;0;"unknown";"no"
32;"management";"divorced";"tertiary";"no";874;"no";"no";"cellular";12;"aug";1282;6;-1;0;"unknown";"yes"
48;"blue-collar";"married";"secondary";"no";705;"no";"no";"unknown";13;"may";108;2;-1;0;"unknown";"no"
59;"retired";"married";"unknown";"no";1033;"no";"no";"unknown";11;"jun";1199;1;-1;0;"unknown";"yes"
35;"self-employed";"divorced";"tertiary";"no";1354;"yes";"no";"unknown";23;"may";736;2;-1;0;"unknown";"yes"
33;"technician";"single";"tertiary";"no";123;"no";"no";"cellular";19;"aug";264;1;-1;0;"unknown";"no"
55;"retired";"married";"primary";"no";8894;"no";"no";"unknown";11;"jun";262;1;-1;0;"unknown";"no"
41;"blue-collar";"married";"secondary";"no";429;"yes";"no";"unknown";13;"may";244;1;-1;0;"unknown";"no"
42;"housemaid";"married";"primary";"no";14752;"no";"no";"unknown";19;"may";107;2;-1;0;"unknown";"no"
46;"blue-collar";"married";"primary";"no";67;"no";"no";"unknown";24;"jun";9;1;-1;0;"unknown";"no"
35;"housemaid";"divorced";"secondary";"no";39;"no";"no";"cellular";31;"jul";149;2;-1;0;"unknown";"no"
28;"technician";"single";"tertiary";"no";102;"no";"no";"cellular";28;"jan";321;2;-1;0;"unknown";"no"
25;"student";"single";"secondary";"no";1790;"no";"no";"cellular";17;"apr";224;1;322;3;"failure";"no"
56;"management";"single";"tertiary";"no";15311;"no";"no";"cellular";29;"apr";157;6;-1;0;"unknown";"no"
30;"admin.";"single";"secondary";"no";-635;"no";"no";"cellular";25;"jul";250;1;-1;0;"unknown";"no"
45;"blue-collar";"married";"secondary";"no";115;"no";"no";"cellular";11;"aug";209;4;-1;0;"unknown";"no"
40;"management";"married";"tertiary";"no";10786;"no";"no";"unknown";20;"jun";111;3;-1;0;"unknown";"no"
40;"blue-collar";"married";"secondary";"no";498;"yes";"no";"cellular";8;"may";55;2;298;4;"failure";"no"
39;"blue-collar";"married";"secondary";"no";1045;"yes";"yes";"cellular";9;"jul";290;13;-1;0;"unknown";"no"
48;"entrepreneur";"married";"tertiary";"no";810;"no";"no";"unknown";6;"jun";383;1;-1;0;"unknown";"no"
31;"technician";"single";"tertiary";"no";-162;"yes";"no";"cellular";18;"may";380;1;-1;0;"unknown";"no"
32;"management";"married";"tertiary";"no";55;"no";"no";"cellular";2;"feb";124;3;-1;0;"unknown";"no"
34;"services";"married";"secondary";"no";586;"yes";"yes";"unknown";8;"may";224;2;-1;0;"unknown";"no"
26;"technician";"single";"secondary";"no";455;"no";"no";"cellular";29;"jan";240;1;182;8;"other";"no"
31;"management";"married";"tertiary";"no";1010;"yes";"no";"cellular";15;"may";385;3;364;9;"other";"no"
37;"management";"single";"tertiary";"no";509;"yes";"no";"cellular";6;"may";133;1;-1;0;"unknown";"no"
29;"student";"single";"unknown";"no";2929;"no";"no";"cellular";11;"aug";91;1;-1;0;"unknown";"no"
57;"technician";"married";"secondary";"no";3071;"yes";"yes";"cellular";7;"may";63;3;-1;0;"unknown";"no"
47;"management";"single";"tertiary";"no";153;"yes";"no";"cellular";18;"nov";192;2;-1;0;"unknown";"no"
38;"self-employed";"single";"secondary";"no";1146;"yes";"no";"unknown";21;"may";91;2;-1;0;"unknown";"no"
48;"blue-collar";"married";"primary";"no";1092;"no";"yes";"cellular";18;"nov";79;1;172;8;"failure";"no"
50;"management";"married";"tertiary";"no";3463;"no";"yes";"cellular";28;"oct";96;1;-1;0;"unknown";"yes"
33;"admin.";"married";"secondary";"no";1158;"yes";"no";"cellular";20;"apr";25;2;-1;0;"unknown";"no"
28;"admin.";"single";"secondary";"no";26;"yes";"no";"cellular";7;"may";227;2;-1;0;"unknown";"no"
30;"services";"single";"secondary";"no";566;"no";"no";"cellular";5;"feb";110;1;-1;0;"unknown";"no"
52;"technician";"divorced";"secondary";"no";204;"no";"no";"cellular";7;"aug";134;2;-1;0;"unknown";"no"
36;"technician";"married";"secondary";"no";480;"no";"no";"cellular";20;"oct";213;1;-1;0;"unknown";"yes"
36;"technician";"single";"secondary";"no";1855;"yes";"no";"cellular";4;"feb";75;1;273;1;"failure";"no"
46;"services";"married";"secondary";"no";1034;"no";"no";"cellular";8;"aug";109;2;-1;0;"unknown";"no"
57;"management";"married";"tertiary";"no";3250;"no";"no";"cellular";20;"aug";162;3;-1;0;"unknown";"no"
28;"management";"single";"secondary";"no";1633;"no";"no";"cellular";5;"jun";275;1;-1;0;"unknown";"yes"
46;"services";"married";"secondary";"no";0;"yes";"no";"cellular";22;"jun";154;1;124;1;"other";"no"
55;"retired";"married";"primary";"no";3334;"no";"no";"cellular";14;"aug";632;4;-1;0;"unknown";"yes"
33;"management";"married";"tertiary";"no";4020;"yes";"yes";"cellular";15;"apr";251;1;-1;0;"unknown";"no"
53;"management";"married";"secondary";"no";66;"no";"yes";"telephone";8;"jul";141;1;-1;0;"unknown";"no"
41;"technician";"single";"secondary";"no";-41;"yes";"yes";"cellular";3;"apr";154;1;-1;0;"unknown";"no"
60;"blue-collar";"married";"secondary";"no";322;"yes";"no";"cellular";7;"may";63;1;-1;0;"unknown";"no"
